type,weight,source,target
partnership,0.8651175,png xi  Line,011ad1ae-ae1b-4c74-9f58-c020e6a3e836
ownership,0.90335035,png xi  Line,Brittany Rivers
membership,0.8272048,png xi  Line,3506021
ownership,0.8102988,png xi  Line,Kenneth Fox
membership,0.80131036,png xi  Line,5246016
partnership,0.8060035,png xi  Line,435
membership,0.860105,26261586,15910405
membership,0.8662888,15910405,36351742-aff4-4df7-a495-1f1f2c94127a
ownership,0.8093576,15910405,Danielle Valdez
membership,0.8213524,15910405,903311212
membership,0.8333019,7361,png xi  Line
family_relationship,0.9476702,85052185,95
family_relationship,0.9126052,85052185,2262
family_relationship,0.87191755,48605,2262
membership,0.9317076,48605,439861274
membership,0.9486094,48605,Brian Williams
membership,0.8158773,48605,Dawn Oconnell
membership,0.905524,48605,âŠ
family_relationship,0.94805795,8412071,439861274
partnership,0.9163018,8412071,865275
family_relationship,0.9225597,8412071,2262
membership,0.92827094,8412071,5848
membership,0.82708305,8412071,15785056
family_relationship,0.93517715,439861274,865275
family_relationship,0.9425427,439861274,2262
membership,0.94726443,439861274,Brian Williams
membership,0.8622939,Jennifer Price,2262
membership,0.94910985,Jennifer Price,865275
membership,0.90306044,Jennifer Price,908724
family_relationship,0.91131437,Jennifer Price,144431
family_relationship,0.82495403,653505420,2262
family_relationship,0.91184545,Kimberly Palmer,2262
ownership,0.83865225,5848,2262
ownership,0.80095404,733,Derek Burke
ownership,0.9258739,733,1576352
partnership,0.9124717,277983365,Dennis Little
partnership,0.95190364,277983365,85
membership,0.8267679,277983365,Kenneth Cain
ownership,0.8288763,277983365,Carla Perkins
membership,0.86094505,277983365,903574229
partnership,0.81299317,277983365,Ocean Fisheries Llc
membership,0.8189231,Playa del Cielo Kga,39
membership,0.889983,Playa del Cielo Kga,39
partnership,0.9333249,Playa del Cielo Kga,IAVMs
membership,0.92973024,Playa del Cielo Kga,Cartel Emergent Weaponry Use
family_relationship,0.8216122,Playa del Cielo Kga,18
family_relationship,0.83245695,Playa del Cielo Kga,months
partnership,0.87923217,Playa del Cielo Kga,28
membership,0.9155806,Playa del Cielo Kga,6d887b98-7c48-4a82-98bb-2f50fe4b29d5
ownership,0.9066996,Playa del Cielo Kga,George Ramirez
membership,0.89237845,Playa del Cielo Kga,Michael Porter
membership,0.9434815,Playa del Cielo Kga,periods years
family_relationship,0.8262054,Playa del Cielo Kga,Abigail Foster
partnership,0.8642409,Playa del Cielo Kga,Michael Patton
membership,0.89060426,Playa del Cielo Kga,259e9338-b33e-4dc7-843a-96a720d22d9b
membership,0.9065996,Playa del Cielo Kga,259e9338-b33e-4dc7-843a-96a720d22d9b
partnership,0.8956897,Playa del Cielo Kga,6780
ownership,0.9583952,Playa del Cielo Kga,Mr. Joseph Johnson
ownership,0.8921452,Playa del Cielo Kga,Dry Creek S.p.A. Overseas
membership,0.9118276,Playa del Cielo Kga,Mrs. Melinda Richardson
ownership,0.90839535,Playa del Cielo Kga,Xavier Sanchez
membership,0.89570224,Playa del Cielo Kga,Diana Kelley
ownership,0.96137124,Playa del Cielo Kga,ordinary
ownership,0.88278,Playa del Cielo Kga,week
ownership,0.93983865,Playa del Cielo Kga,Kari Zavala
ownership,0.9390386,Playa del Cielo Kga,91a2a8e6-f56f-4663-8be9-0bbfd5440489
ownership,0.93304724,Playa del Cielo Kga,40cfcd88-fceb-49bd-a71a-053aacddad42
ownership,0.97439605,Playa del Cielo Kga,cb537677-9d82-4d58-8066-899bdc51c4f1
ownership,0.9302039,Playa del Cielo Kga,days
partnership,0.9203637,Playa del Cielo Kga,days
membership,0.92709523,Playa del Cielo Kga,days
ownership,0.82311755,Playa del Cielo Kga,hours
ownership,0.807815,Playa del Cielo Kga,Kevin Moore
ownership,0.8918827,Playa del Cielo Kga,204
ownership,0.90629995,Playa del Cielo Kga,âbossesâ
ownership,0.9284461,Playa del Cielo Kga,Levi Jones
ownership,0.89791393,Playa del Cielo Kga,Adriana Rhodes
membership,0.84069395,Playa del Cielo Kga,a2ac0390-407f-4a94-bc19-6d58d36ea69a
family_relationship,0.9209737,Playa del Cielo Kga,su y CJSC Canal
membership,0.87479585,Playa del Cielo Kga,1039
membership,0.87653095,Playa del Cielo Kga,1039
ownership,0.85294455,Playa del Cielo Kga,Morgan Bell
ownership,0.92813414,Playa del Cielo Kga,626
ownership,0.9281035,Playa del Cielo Kga,Derek Burke
ownership,0.9207146,Playa del Cielo Kga,Matthew Fletcher
ownership,0.9096205,Playa del Cielo Kga,Daniel Mcclain
ownership,0.9229982,Playa del Cielo Kga,962534403
ownership,0.9103563,Playa del Cielo Kga,Michele Taylor
membership,0.82821363,Playa del Cielo Kga,68ac10aa-80a3-4b3c-99e5-f5708715ab2c
membership,0.93705124,Playa del Cielo Kga,âSo
membership,0.82847583,Playa del Cielo Kga,71
membership,0.837741,Playa del Cielo Kga,Sara Fleming
membership,0.8338991,Playa del Cielo Kga,577a9358-a718-4d90-a90e-88f88c58160d
ownership,0.8155969,Playa del Cielo Kga,511915273
ownership,0.8773708,Playa del Cielo Kga,April
ownership,0.82052255,Playa del Cielo Kga,b03a6fc7-507a-4328-9814-57561acb4fc6
membership,0.8456849,Playa del Cielo Kga,entire 2036
membership,0.91508263,Playa del Cielo Kga,Faroe Islands Shrimp Shark
ownership,0.8187144,Playa del Cielo Kga,341411
membership,0.88277656,Playa del Cielo Kga,341411
membership,0.81260204,Playa del Cielo Kga,60806
ownership,0.83939165,Playa del Cielo Kga,Kristen Martin
family_relationship,0.8683634,Playa del Cielo Kga,2262
family_relationship,0.9100886,Playa del Cielo Kga,47bd4f34-d0af-41f0-88c5-eb9d4fde440c
ownership,0.8030431,Playa del Cielo Kga,Bryan Johnston
membership,0.85433537,Playa del Cielo Kga,Thomas Diaz
ownership,0.9063921,Playa del Cielo Kga,Richard Perkins
membership,0.94930255,Playa del Cielo Kga,Monique Rios
membership,0.880648,Playa del Cielo Kga,Melinda Williams
membership,0.8277166,Playa del Cielo Kga,Gulf
family_relationship,0.8373813,Playa del Cielo Kga,18 wheelers
membership,0.8053669,Playa del Cielo Kga,18 wheelers
ownership,0.8198493,Playa del Cielo Kga,3051e013-9e40-44cc-98e5-740e3238daaa
ownership,0.8953771,Playa del Cielo Kga,b5856109-c5a0-43a6-8c70-ebfe73cc24f1
membership,0.8820937,Playa del Cielo Kga,Lisa Henderson
membership,0.88463426,Playa del Cielo Kga,3887
family_relationship,0.96243274,Playa del Cielo Kga,Dana Goodwin
partnership,0.85563546,Playa del Cielo Kga,79521144
ownership,0.88603693,Playa del Cielo Kga,Howard Pierce
partnership,0.93736565,Playa del Cielo Kga,Amanda Mckenzie
partnership,0.92288756,Playa del Cielo Kga,Danielle Camacho
partnership,0.94316375,Playa del Cielo Kga,âHe
ownership,0.8929117,Playa del Cielo Kga,695031
partnership,0.9444926,Playa del Cielo Kga,DOFâs
membership,0.8653772,Playa del Cielo Kga,58db776e-40f1-4e68-b13d-dcc42416ce58
membership,0.84932476,Playa del Cielo Kga,Â£800
membership,0.90056753,Playa del Cielo Kga,Tyler Anderson
partnership,0.9038082,Playa del Cielo Kga,Martin Bryant
partnership,0.83681136,Playa del Cielo Kga,Ejintex International
partnership,0.80192333,Playa del Cielo Kga,Asia Seafood
ownership,0.8341704,Playa del Cielo Kga,dbb07e32-a8f4-47d0-ae61-c2e9774e9284
ownership,0.87926507,Playa del Cielo Kga,Andhra Pradesh  S.A. de C.V.
family_relationship,0.86398417,Playa del Cielo Kga,AquaFresh Foods CJSC -
family_relationship,0.80963975,Playa del Cielo Kga,903311212
ownership,0.8873813,Playa del Cielo Kga,Mar del Oeste Pic
partnership,0.82791233,Playa del Cielo Kga,SeaSpray Wave SRL Solutions
partnership,0.8298245,Playa del Cielo Kga,SeaSpray Wave SRL Solutions
membership,0.8067596,26431,Fishing International
ownership,0.84419596,6d249c4d-1f62-4ab2-b107-8fd978f115c7,733
ownership,0.82753474,6d249c4d-1f62-4ab2-b107-8fd978f115c7,Christine Robinson
membership,0.8984725,164575,Spencer King
membership,0.93726164,164575,2030â
family_relationship,0.88996804,Spencer King,Jerry Welch
membership,0.9000827,Spencer King,2030â
membership,0.82873,Dawn Oconnell,âŠ
partnership,0.95326275,âŠ,âCollecting
membership,0.9031816,âŠ,7cc6bfba-4893-444b-a641-a7d0b48fa427
membership,0.8313789,âŠ,Lindsey Palmer
partnership,0.96791774,âŠ,âprotectedâ
partnership,0.9245638,âŠ,Lori Weeks
ownership,0.81372374,âŠ,âŠâ
membership,0.83068585,âŠ,f656719b-783e-452b-801f-f60895068b23
ownership,0.83076894,âŠ,Scott Edwards
membership,0.90361416,âŠ,Jeremy Norris
membership,0.9102489,âŠ,âit
ownership,0.836469,1396,AtlantoâScandian
family_relationship,0.93394154,235866056,75399
family_relationship,0.8365204,235866056,98
family_relationship,0.9550079,235866056,Irish Sea Seaside GmbH & Co. KG Distribution
family_relationship,0.84918225,235866056,96
family_relationship,0.8847655,235866056,93
family_relationship,0.8722059,235866056,Olivia Bailey
family_relationship,0.8301446,235866056,172114
family_relationship,0.83857125,235866056,Uttar Pradesh Sp
family_relationship,0.9067627,235866056,Faroe Islands Shrimp Shark
family_relationship,0.85059965,235866056,Faroe Islands Shrimp Shark
family_relationship,0.8910189,235866056,Christopher Cunningham
membership,0.82675266,235866056,Christopher Cunningham
family_relationship,0.88999456,235866056,Christopher Cunningham
membership,0.82629174,235866056,2028
family_relationship,0.90237296,235866056,b8567859-bf54-49fd-8332-5775e19c65af
family_relationship,0.81313235,235866056,341411
family_relationship,0.81402767,235866056,341411
family_relationship,0.80976045,235866056,Ocean Fisheries Llc
membership,0.95206493,d5b94ebc-e03a-438e-872b-a15db349a748,032522db-8105-4c26-8142-ae9d5806f7c5
membership,0.88551795,d5b94ebc-e03a-438e-872b-a15db349a748,903311212
membership,0.95354694,d5b94ebc-e03a-438e-872b-a15db349a748,Mar del Oeste Pic
membership,0.84739816,486,92
membership,0.8070309,486,766649
membership,0.914028,486,8814
membership,0.8634819,486,25851337
membership,0.86152405,486,b1a0ee2a-0e6d-48c2-b639-032e4648fa5c
membership,0.80559456,486,36506
membership,0.8565389,486,Carrie Elliott
ownership,0.93832976,486,Trammellâs
membership,0.85346913,486,2ade0908-d1c9-45de-9dbb-3dfec75d9317
family_relationship,0.92975163,arts,95
family_relationship,0.88265264,arts,903311212
family_relationship,0.889507,98,2262
family_relationship,0.88303626,Timothy Cuevas,Joshua Glover
family_relationship,0.89841866,Timothy Cuevas,Tara Villegas
family_relationship,0.8897776,Joshua Glover,Tara Villegas
family_relationship,0.84939355,189,07
membership,0.85979086,737205,185040354
membership,0.8077735,737205,39
family_relationship,0.8412318,April,26431
ownership,0.89969367,April,Keith Webb
family_relationship,0.8410752,April,Elizabeth Anderson
membership,0.8578882,April,Heather Porter
family_relationship,0.8104928,April,858
partnership,0.8216829,April,Moo
partnership,0.9070792,April,Amanda Jenkins
membership,0.84818286,April,Elizabeth Mccarty
membership,0.84352225,April,Gregory Bowers
membership,0.8528525,April,Nicole Marshall
ownership,0.8354178,April,34
membership,0.85439056,April,435
ownership,0.87227523,April,5508215
ownership,0.88802505,April,b03a6fc7-507a-4328-9814-57561acb4fc6
membership,0.8693413,April,25777
ownership,0.84103775,April,71608
ownership,0.8642566,April,63548588
membership,0.88319385,April,Michael Wright
membership,0.8177197,April,36506
membership,0.80809313,April,c2d2e029-6f38-4148-9079-15615103cea6
membership,0.8574291,April,186
membership,0.8114962,April,b8567859-bf54-49fd-8332-5775e19c65af
membership,0.8209175,April,Faroe Islands Shrimp Shark
membership,0.8269599,April,979893388
membership,0.9653765,April,Sonia Fisheries Pvt
membership,0.9034413,April,341411
ownership,0.85708255,April,Playa del Cielo Kga
membership,0.85554975,April,Rama Overseas
membership,0.8766352,5705060,959
membership,0.89467406,Belgian Scallop Ltd. Liability Co,959
partnership,0.9133674,Belgian Scallop Ltd. Liability Co,95
partnership,0.85176694,Belgian Scallop Ltd. Liability Co,52093e45-b873-4300-9612-8dfc291b1339
family_relationship,0.89021766,ânecessaryâ,865275
family_relationship,0.873417,ânecessaryâ,883320938
family_relationship,0.8268917,Ryan Williams,Colleen Everett
family_relationship,0.8418322,Ryan Williams,Brenda Gonzalez
family_relationship,0.87822294,Ryan Williams,David Frederick
family_relationship,0.87510055,Colleen Everett,Brenda Gonzalez
family_relationship,0.9132536,Colleen Everett,David Frederick
family_relationship,0.8036632,Brenda Gonzalez,David Frederick
ownership,0.9470902,2198,95
partnership,0.92567074,2198,Michael Frederick
partnership,0.9168239,2198,Eva
partnership,0.8769873,2198,4942
partnership,0.9365269,2198,Sandra Martinez
partnership,0.8857444,2198,Erica Hamilton
partnership,0.8541992,2198,8211361
ownership,0.6585,2198,35
ownership,0.9311,2198,544344
ownership,0.8181,2198,Pesquera
partnership,0.9052313,2198,Faroe Islands Shrimp Shark
membership,0.88056386,2198,341411
family_relationship,0.9366066,Randy Collins,Clayton Rodgers
membership,0.91709137,Randy Collins,SeaSpray Wave SRL Solutions
ownership,0.8245522,41398ea8-d14a-4666-80e8-6a212684d871,Estrella de Coral Ltd. Corporation Logistics
ownership,0.87680453,41398ea8-d14a-4666-80e8-6a212684d871,png xi  Line
ownership,0.83089507,41398ea8-d14a-4666-80e8-6a212684d871,Mar del Oeste Pic
membership,0.8533944,40690,OceanKings Sailor Corp Logistics
family_relationship,0.87084484,40690,e836e8c3-a45e-4225-870d-d3e8dbc62c26
membership,0.8363603,Jennifer Alvarez,f21800ca-b3c9-404b-8438-3d75ea84c409
membership,0.8039211,Jennifer Alvarez,979893388
family_relationship,0.9325873,Bryce Baker,Victoria Anderson
family_relationship,0.8454109,Bryce Baker,Katrina Nguyen
partnership,0.8451153,Bryce Baker,Nutica del Sol AG
membership,0.8937078,Bryce Baker,week
membership,0.947642,Bryce Baker,5276019
ownership,0.86108434,Bryce Baker,30 days
family_relationship,0.80983627,Bryce Baker,Mar del Oeste Pic
membership,0.8549793,Bryce Baker,Ocean Fisheries Llc
membership,0.83795565,743225,Talleyâs
membership,0.8847874,743225,Brittany Ryan
ownership,0.92205524,743225,âseamountâ
family_relationship,0.801047,743225,5ede75fe-f670-4a59-b693-da34e7f6eb47
membership,0.8547917,743225,1039
membership,0.88514394,743225,Tyler Anderson
partnership,0.94362134,743225,âsuffered
family_relationship,0.8041897,743225,Orient
membership,0.878398,743225,Rama Overseas
family_relationship,0.8572692,Norwegian Shrimp Ltd. Liability Co,OceanicHarvest Dry dock N.V. Delivery
membership,0.9031057,Norwegian Shrimp Ltd. Liability Co,Rama Overseas
partnership,0.92228884,4783,Filkinsâ
partnership,0.8428756,4783,3051e013-9e40-44cc-98e5-740e3238daaa
membership,0.86633825,4783,Mar del Oeste Pic
membership,0.8980925,4783,png xi  Line
membership,0.8956287,Timothy Estrada,itâs
membership,0.8162347,Timothy Estrada,30700925
membership,0.8625125,ten,Playa del Cielo Kga
membership,0.81742555,e2816018-e01c-4eac-8dc5-e84aebc22cff,Vanessa Avila
membership,0.8422807,e2816018-e01c-4eac-8dc5-e84aebc22cff,529
membership,0.8315457,Vanessa Avila,529
ownership,0.8343862,47924922,Faroe Islands Shrimp Shark
ownership,0.86083233,49,d7f220de-bba2-4965-9c15-3dd38ef5c3c7
ownership,0.8484405,49,28064
membership,0.8424241,49,AlaÄum KanuuxÌ
partnership,0.857896,49,Jerry Welch
partnership,0.8983066,49,Thomas Morales
membership,0.8240625,49,Rafaelâs
partnership,0.8066224,49,Madhya Pradesh Market BV
partnership,0.8225501,49,958085
partnership,0.86565465,49,75471
membership,0.83543396,49,Anna Smith
family_relationship,0.8071362,49,122245
family_relationship,0.939994,49,âCompliance
membership,0.95016116,49,SIMPComplianceGuide
membership,0.8319884,49,62343
membership,0.8528334,49,64124835
partnership,0.81288224,49,Hannah Walter
family_relationship,0.8075655,49,3190258
family_relationship,0.8177763,49,b8567859-bf54-49fd-8332-5775e19c65af
family_relationship,0.88690263,49,979893388
ownership,0.8362384,49,Ocean Fisheries Llc
membership,0.9296111,49,png xi  Line
membership,0.8686534,12845006,9488645
ownership,0.8669748,9488645,Mark Weiss
ownership,0.8978096,9488645,Carlos White
partnership,0.9036177,9488645,34153143
ownership,0.8638789,9488645,Calvin Salas
membership,0.8592093,9488645,âTheoretically
membership,0.867107,9488645,Jonathan Torres
partnership,0.9224307,9488645,Gary Dunn
ownership,0.8677586,9488645,Morgan Black
ownership,0.88444406,9488645,Brittany Frey
membership,0.8213074,9488645,75471
ownership,0.8184168,9488645,49
membership,0.81954056,9488645,64124835
membership,0.871088,9488645,sectors sectors 2033
membership,0.8791151,Lauren Moore,7298083
membership,0.8721187,Lauren Moore,âlocalâ
membership,0.8798696,Lauren Moore,Ex-Lax
membership,0.87423563,âlocalâ,Ex-Lax
membership,0.8342798,Leominster Provincetownâ,7298083
membership,0.83935314,Leominster Provincetownâ,âlocalâ
membership,0.8436681,Leominster Provincetownâ,Ex-Lax
membership,0.8243859,371bf15a-3000-499a-88e4-cc096b028ec7,Spanish Shrimp  Carriers
membership,0.86956036,913428,Spanish Shrimp  Carriers
partnership,0.898044,913428,Marcus English
membership,0.94897234,d7f220de-bba2-4965-9c15-3dd38ef5c3c7,fisheriesâ
membership,0.815713,d7f220de-bba2-4965-9c15-3dd38ef5c3c7,49
partnership,0.85245764,d7f220de-bba2-4965-9c15-3dd38ef5c3c7,Uttar Pradesh Sp
membership,0.82621896,fisheriesâ,49
ownership,0.85398453,fisheriesâ,Uttar Pradesh Sp
ownership,0.9355626,fisheriesâ,d7f220de-bba2-4965-9c15-3dd38ef5c3c7
family_relationship,0.83362234,Mark Weiss,Calvin Salas
partnership,0.8019021,Mark Weiss,79521144
ownership,0.886418,53073557,Mark Weiss
membership,0.8161942,53073557,23777
membership,0.8964451,53073557,3129
membership,0.92696327,53073557,6780
family_relationship,0.8021364,Jason Davis,9488645
membership,0.90346193,34,Erin Bowen
family_relationship,0.82453996,34,621770
membership,0.847177,34,Dana Goodwin
