type,weight,dataset,source,target,key
partnership,0.8662459,MC1,4,3506021,0
family_relationship,0.83208364,MC1,4,235866056,0
family_relationship,0.81055665,MC1,4,172114,0
family_relationship,0.90906084,MC1,4,Irish Sea Seaside GmbH & Co. KG Distribution,0
family_relationship,0.8237005,MC1,4,Uttar Pradesh Sp,0
partnership,0.8764374,MC1,4,185040354,0
ownership,0.84244597,MC1,4,47679,0
ownership,0.8665408,MC1,4,662bfccd-798d-4e60-b308-2cb2918e3dd2,0
ownership,0.8409804,MC1,4,33560,0
membership,0.8256399,MC1,4,e69d4cb2-8bec-4496-8518-7426c6b9da65,0
family_relationship,0.8264122,MC1,4,Christopher Cunningham,0
family_relationship,0.8639725,MC1,4,979893388,0
family_relationship,0.8434426,MC1,4,341411,0
family_relationship,0.8752046,MC1,4,341411,1
partnership,0.8146135,MC1,4975,7282284,0
partnership,0.8612012,MC1,4975,1,0
membership,0.80752105,MC1,4975,23,0
membership,0.8336387,MC1,4975,Amanda Mckenzie,0
ownership,0.8600695,MC1,4975,Ocean Fisheries Llc,0
partnership,0.8281635,MC1,7282284,1,0
family_relationship,0.9627352,MC1,0,7775,0
family_relationship,0.96630234,MC1,0,Sean Vasquez,0
family_relationship,0.9068577,MC1,0,196159,0
family_relationship,0.97251624,MC1,0,755,0
family_relationship,0.9256628,MC1,0,Ancla del Mar Ltd. Corporation,0
ownership,0.8890874,MC1,0,Mrs. Jessica Meyer,0
ownership,0.801551,MC1,0,IMPORT,0
family_relationship,0.92493814,MC1,Sean Vasquez,755,0
family_relationship,0.92065895,MC1,196159,755,0
family_relationship,0.832814,MC1,196159,9067,0
family_relationship,0.829314,MC1,196159,750975,0
family_relationship,0.88874686,MC1,196159,3404599,0
family_relationship,0.9389447,MC1,196159,7775,0
family_relationship,0.8385527,MC1,196159,44956,0
family_relationship,0.93222636,MC1,196159,Timothy Reeves,0
membership,0.9044347,MC1,196159,7845,0
family_relationship,0.828081,MC1,196159,3,0
family_relationship,0.8368503,MC1,196159,766649,0
family_relationship,0.81705207,MC1,196159,21323516,0
family_relationship,0.86597633,MC1,196159,2262,0
partnership,0.86463815,MC1,196159,8787,0
partnership,0.91904044,MC1,196159,34731154,0
ownership,0.84459895,MC1,196159,493641959,0
family_relationship,0.90613616,MC1,196159,Laura Ballard,0
family_relationship,0.8195724,MC1,196159,b8567859-bf54-49fd-8332-5775e19c65af,0
family_relationship,0.8560038,MC1,196159,979893388,0
partnership,0.88028204,MC1,196159,903311212,0
family_relationship,0.87999827,MC1,755,Ancla del Mar Ltd. Corporation,0
family_relationship,0.90208447,MC1,755,95,0
family_relationship,0.932442,MC1,755,185040354,0
partnership,0.8579354,MC1,755,png xi  Line,0
family_relationship,0.8316,MC1,860067396,664738735,0
ownership,0.9414899,MC1,664738735,2262,0
ownership,0.9266041,MC1,664738735,5848,0
family_relationship,0.84260094,MC1,664738735,l y S.A. de C.V. International,0
membership,0.92508644,MC1,664738735,ipoa-iuu,0
family_relationship,0.8992294,MC1,290834957,Timothy Reeves,0
family_relationship,0.82103306,MC1,290834957,457009514,0
membership,0.88495195,MC1,290834957,99575926,0
membership,0.8159694,MC1,290834957,341411,0
family_relationship,0.8443837,MC1,290834957,341411,1
membership,0.9234728,MC1,290834957,72371354,0
partnership,0.8879697,MC1,290834957,6043477,0
family_relationship,0.80467075,MC1,290834957,Faroe Islands Shrimp Shark,0
membership,0.80859077,MC1,290834957,86597,0
membership,0.92531055,MC1,290834957,526269,0
partnership,0.8900971,MC1,290834957,610,0
partnership,0.88013136,MC1,290834957,Andrea Peters,0
partnership,0.86571074,MC1,290834957,767368152,0
partnership,0.83352184,MC1,290834957,c9b9c344-98ec-40b8-af05-8528e5d82534,0
partnership,0.8343056,MC1,290834957,5415,0
partnership,0.8056812,MC1,290834957,9473,0
family_relationship,0.8979618,MC1,290834957,e3431d4d-79df-4da9-b8cb-a4d05a8aa474,0
family_relationship,0.8468569,MC1,290834957,39c767d3-a9b4-41f4-8a5d-e14b6c20a2d2,0
family_relationship,0.8766986,MC1,290834957,Sarah Sandoval,0
family_relationship,0.8608418,MC1,290834957,Raymond Howell,0
membership,0.8689701,MC1,Timothy Reeves,7845,0
membership,0.8495383,MC1,Timothy Reeves,3404599,0
partnership,0.9356132,MC1,Timothy Reeves,faf.20363,0
membership,0.83086324,MC1,457009514,Kristin Graham,0
partnership,0.920394,MC1,457009514,99575926,0
family_relationship,0.8926999,MC1,6043477,Timothy Reeves,0
membership,0.8174395,MC1,6043477,457009514,0
membership,0.88252336,MC1,Jason Cameron,526269,0
partnership,0.8376872,MC1,Jason Cameron,HMS Medway,0
family_relationship,0.8538258,MC1,Jason Cameron,Kevin Moreno,0
ownership,0.8178406,MC1,Jason Cameron,SeaSpray Wave SRL Solutions,0
partnership,0.84074324,MC1,77b46bc7-7e31-41a0-973c-e633011d21b0,7,0
ownership,0.8535429,MC1,77b46bc7-7e31-41a0-973c-e633011d21b0,35,0
partnership,0.86291546,MC1,77b46bc7-7e31-41a0-973c-e633011d21b0,Faroe Islands Shrimp Shark,0
partnership,0.89794284,MC1,77b46bc7-7e31-41a0-973c-e633011d21b0,6406040,0
membership,0.91630006,MC1,77b46bc7-7e31-41a0-973c-e633011d21b0,290834957,0
family_relationship,0.805334,MC1,77b46bc7-7e31-41a0-973c-e633011d21b0,e40c01a4-8ed5-400f-857d-31e7bd263e35,0
membership,0.85309917,MC1,77b46bc7-7e31-41a0-973c-e633011d21b0,âencounteredâ,0
partnership,0.9075945,MC1,77b46bc7-7e31-41a0-973c-e633011d21b0,43685541,0
partnership,0.8632582,MC1,77b46bc7-7e31-41a0-973c-e633011d21b0,79538,0
partnership,0.91257226,MC1,77b46bc7-7e31-41a0-973c-e633011d21b0,Amanda Mckenzie,0
partnership,0.9079977,MC1,77b46bc7-7e31-41a0-973c-e633011d21b0,Danielle Camacho,0
partnership,0.9206723,MC1,77b46bc7-7e31-41a0-973c-e633011d21b0,âHe,0
ownership,0.8289663,MC1,77b46bc7-7e31-41a0-973c-e633011d21b0,Wesley Vasquez,0
partnership,0.8736513,MC1,77b46bc7-7e31-41a0-973c-e633011d21b0,Kelly Mccarthy,0
family_relationship,0.93070984,MC1,7,77b46bc7-7e31-41a0-973c-e633011d21b0,0
ownership,0.8390882,MC1,7,35,0
family_relationship,0.84499395,MC1,7,Faroe Islands Shrimp Shark,0
partnership,0.88598406,MC1,7,6406040,0
family_relationship,0.9075654,MC1,7,290834957,0
partnership,0.88567287,MC1,35,Faroe Islands Shrimp Shark,0
partnership,0.91349626,MC1,35,6406040,0
family_relationship,0.9180974,MC1,35,290834957,0
membership,0.9219533,MC1,35,Fisherman'sFriend Charter Boat S.A. de C.V. Freight ,0
ownership,0.6974,MC1,35,3896,0
membership,0.8922631,MC1,6406040,290834957,0
membership,0.9081499,MC1,6406040,Kayla Reynolds,0
membership,0.89024824,MC1,6406040,Fisherman'sFriend Charter Boat S.A. de C.V. Freight ,0
family_relationship,0.950393,MC1,6406040,yearsâthat,0
ownership,0.80103207,MC1,6406040,950574,0
ownership,0.8259875,MC1,6406040,7298083,0
partnership,0.911454,MC1,6406040,âfirst,0
membership,0.8432977,MC1,6406040,99661834,0
membership,0.8757013,MC1,6406040,b8567859-bf54-49fd-8332-5775e19c65af,0
membership,0.88491946,MC1,99575926,457009514,0
family_relationship,0.8476057,MC1,55,766649,0
family_relationship,0.86192167,MC1,55,888,0
family_relationship,0.82193726,MC1,55,b8567859-bf54-49fd-8332-5775e19c65af,0
membership,0.8205434,MC1,55,png xi  Line,0
family_relationship,0.80230343,MC1,766649,3404599,0
membership,0.9111117,MC1,766649,8814,0
membership,0.85703593,MC1,766649,25851337,0
membership,0.8559479,MC1,766649,b1a0ee2a-0e6d-48c2-b639-032e4648fa5c,0
family_relationship,0.8179646,MC1,955425,55,0
family_relationship,0.817458,MC1,955425,888,0
ownership,0.84608585,MC1,132,55,0
partnership,0.9136274,MC1,132,938816,0
partnership,0.9083334,MC1,132,ðªðª,0
partnership,0.9261072,MC1,132,5469,0
partnership,0.8725349,MC1,132,SeaSpray Wave SRL Solutions,0
membership,0.82255626,MC1,8701038,766649,0
family_relationship,0.83121526,MC1,8701038,91dcf36d-dba8-41e8-a4cc-912981a27296,0
family_relationship,0.8985173,MC1,8701038,526269,0
family_relationship,0.83220243,MC1,9067,750975,0
family_relationship,0.89366233,MC1,9067,3404599,0
family_relationship,0.94199437,MC1,9067,7775,0
membership,0.8255833,MC1,9067,26431,0
membership,0.8786979,MC1,9067,Fishing International,0
membership,0.8104566,MC1,9067,7539428,0
ownership,0.8262234,MC1,9067,76609426,0
membership,0.9531976,MC1,9067,âVirginia,0
ownership,0.91087276,MC1,9067,Launch Loversâ,0
membership,0.8335196,MC1,9067,Wendy Crane,0
family_relationship,0.86384934,MC1,9067,Andrea Gibson,0
family_relationship,0.8405013,MC1,9067,d5cbeea1-73ac-4d86-adeb-b609629b12bf,0
ownership,0.8155731,MC1,9067,Electronic,0
membership,0.8507884,MC1,9067,940161722,0
partnership,0.8365887,MC1,9067,43797101,0
partnership,0.868067,MC1,9067,535955126,0
partnership,0.8650615,MC1,9067,8211361,0
family_relationship,0.87009597,MC1,9067,979893388,0
partnership,0.8181993,MC1,9067,png xi  Line,0
family_relationship,0.89579934,MC1,750975,3404599,0
family_relationship,0.94157624,MC1,750975,7775,0
partnership,0.93012285,MC1,750975,755,0
family_relationship,0.96955264,MC1,750975,4348721,0
family_relationship,0.9706771,MC1,750975,USS Hershel,0
family_relationship,0.86362195,MC1,750975,Gregory Ortiz,0
family_relationship,0.8246503,MC1,750975,Michael Compton,0
family_relationship,0.8591079,MC1,750975,b20c0baf-8530-4a84-a5b6-8da324ebebdb,0
membership,0.81121385,MC1,750975,26431,0
membership,0.86910886,MC1,750975,Fishing International,0
membership,0.9053446,MC1,750975,13015105,0
family_relationship,0.8363317,MC1,750975,90,0
family_relationship,0.87499166,MC1,750975,884648,0
ownership,0.8371839,MC1,750975,Viento y Mar BV,0
membership,0.91079533,MC1,750975,497,0
membership,0.91521776,MC1,750975,Â£800,0
partnership,0.83333796,MC1,750975,b8567859-bf54-49fd-8332-5775e19c65af,0
family_relationship,0.8478948,MC1,750975,979893388,0
family_relationship,0.8589815,MC1,750975,979893388,1
family_relationship,0.8258793,MC1,750975,Sonia Fisheries Pvt,0
membership,0.9348653,MC1,750975,341411,0
ownership,0.88446784,MC1,750975,903311212,0
partnership,0.89678186,MC1,750975,png xi  Line,0
ownership,0.8442835,MC1,750975,png xi  Line,1
family_relationship,0.9254233,MC1,3404599,7775,0
partnership,0.8859771,MC1,85117949,750975,0
partnership,0.9567788,MC1,85117949,755,0
family_relationship,0.89992386,MC1,85117949,3404599,0
membership,0.8231836,MC1,85117949,Mrs. Crystal Reyes,0
family_relationship,0.92085695,MC1,85117949,6393,0
partnership,0.85174584,MC1,85117949,9067,0
membership,0.936132,MC1,85117949,8561,0
membership,0.89135635,MC1,85117949,826273,0
membership,0.8070283,MC1,85117949,71317,0
partnership,0.89383733,MC1,85117949,b8567859-bf54-49fd-8332-5775e19c65af,0
family_relationship,0.8568271,MC1,85117949,Sonia Fisheries Pvt,0
partnership,0.83422154,MC1,3506021,348079,0
family_relationship,0.8075534,MC1,3506021,l y S.A. de C.V. International,0
membership,0.83174706,MC1,3506021,Ms. Stephanie Rivera DDS,0
ownership,0.88981014,MC1,3506021,Spanish Shrimp  Carriers,0
membership,0.82715815,MC1,3506021,Tanzania,0
membership,0.8605831,MC1,3506021,aea12579-8802-4b2d-b432-fc35fe4d10d5,0
partnership,0.84429145,MC1,3506021,664738735,0
ownership,0.91540134,MC1,3506021,2262,0
ownership,0.89368916,MC1,3506021,5848,0
ownership,0.89758146,MC1,3506021,Mark Weiss,0
membership,0.8734488,MC1,3506021,Fish Sea,0
membership,0.8275707,MC1,3506021,Sea Products,0
membership,0.9436413,MC1,3506021,13015105,0
partnership,0.91516405,MC1,3506021,W Appliance,0
ownership,0.968845,MC1,3506021,185040354,0
partnership,0.80180764,MC1,3506021,860067396,0
membership,0.85128593,MC1,3506021,4447143,0
family_relationship,0.8588552,MC1,3506021,102642,0
family_relationship,0.84131473,MC1,3506021,71,0
partnership,0.8325063,MC1,3506021,300668979,0
partnership,0.8837605,MC1,3506021,Stacey Ortega,0
membership,0.9321291,MC1,3506021,0f952ad7-6ecb-472e-8a30-895501a0e8c8,0
membership,0.8715437,MC1,3506021,23777,0
membership,0.90566474,MC1,3506021,ba0514a3-9c57-4b04-a7c5-89fc0463fdda,0
membership,0.88243824,MC1,3506021,6780,0
membership,0.8551498,MC1,3506021,60197861,0
membership,0.92504054,MC1,3506021,f514483d-fb5f-4cb2-bb8d-b616b10336d8,0
partnership,0.8038398,MC1,3506021,341411,0
membership,0.8119753,MC1,3506021,Playa del Cielo Kga,0
family_relationship,0.84349066,MC1,3506021,png xi  Line,0
partnership,0.86972517,MC1,348079,78,0
family_relationship,0.89973414,MC1,95,2262,0
family_relationship,0.9289241,MC1,95,c73572b6-7b24-49e7-8f52-11cf8ec3c7d2,0
family_relationship,0.9249872,MC1,95,185040354,0
membership,0.81100243,MC1,95,47924922,0
family_relationship,0.8456866,MC1,95,967900443,0
partnership,0.91567713,MC1,95,854,0
partnership,0.9185217,MC1,95,Jerry Welch,0
family_relationship,0.831495,MC1,95,7670,0
family_relationship,0.826919,MC1,95,aea12579-8802-4b2d-b432-fc35fe4d10d5,0
family_relationship,0.8334348,MC1,95,Tanzania,0
family_relationship,0.9169947,MC1,95,95c715ba-891e-4472-8e2a-4e746dcc266a,0
family_relationship,0.846586,MC1,95,341411,0
family_relationship,0.9066087,MC1,95,341411,1
family_relationship,0.88104,MC1,95,903311212,0
membership,0.81687987,MC1,95,Ocean Fisheries Llc,0
membership,0.81064475,MC1,95,Ocean Fisheries Llc,1
family_relationship,0.838078,MC1,95,png xi  Line,0
partnership,0.9468992,MC1,â8â,ârefer,0
partnership,0.9339626,MC1,â8â,â10â,0
partnership,0.9305371,MC1,â8â,Alyssa Huffman,0
partnership,0.9154693,MC1,ârefer,â10â,0
partnership,0.9127536,MC1,ârefer,Alyssa Huffman,0
partnership,0.9051923,MC1,â10â,Alyssa Huffman,0
family_relationship,0.87159646,MC1,245,551,0
family_relationship,0.8000875,MC1,245,Paul Parker,0
partnership,0.88232964,MC1,245,Marie Lee,0
membership,0.87555176,MC1,245,903311212,0
ownership,0.8770235,MC1,300668979,âNoticesââ,0
partnership,0.83605367,MC1,300668979,Stacey Ortega,0
membership,0.9019934,MC1,300668979,Mar del Oeste Pic,0
membership,0.8772979,MC1,300668979,Ocean Fisheries Llc,0
ownership,0.8845907,MC1,651,âNoticesââ,0
family_relationship,0.96131605,MC1,7845,Timothy Reeves,0
membership,0.9063624,MC1,7845,3404599,0
partnership,0.8709405,MC1,7845,Ocean Fisheries Llc,0
ownership,0.8420764,MC1,265700083,McLeanâs,0
ownership,0.8582992,MC1,265700083,Ocean Fisheries Llc,0
ownership,0.8625258,MC1,265700083,Ocean Fisheries Llc,1
membership,0.8450498,MC1,47679,967900443,0
ownership,0.8999625,MC1,47679,995899,0
ownership,0.8643245,MC1,47679,1560,0
ownership,0.8754837,MC1,47679,47249,0
ownership,0.8636944,MC1,47679,23399545,0
ownership,0.8706045,MC1,47679,829,0
membership,0.8469322,MC1,47679,Jammu & Kashmir Ltd Family,0
ownership,0.88941103,MC1,47679,1360,0
ownership,0.8031474,MC1,47679,1853970,0
family_relationship,0.89346796,MC1,47679,75399,0
family_relationship,0.8516319,MC1,47679,235866056,0
family_relationship,0.9204893,MC1,47679,Irish Sea Seaside GmbH & Co. KG Distribution,0
family_relationship,0.833065,MC1,47679,93,0
family_relationship,0.8092103,MC1,47679,Olivia Bailey,0
family_relationship,0.83048725,MC1,47679,Faroe Islands Shrimp Shark,0
family_relationship,0.8217446,MC1,47679,Faroe Islands Shrimp Shark,1
family_relationship,0.80133104,MC1,47679,172114,0
ownership,0.8295202,MC1,47679,903,0
family_relationship,0.8901544,MC1,47679,Angela Powers,0
membership,0.81241965,MC1,47679,Feb,0
partnership,0.80931497,MC1,47679,American,0
family_relationship,0.8384188,MC1,47679,Christopher Cunningham,0
family_relationship,0.8066972,MC1,47679,Christopher Cunningham,3
family_relationship,0.8360254,MC1,47679,Christopher Cunningham,5
family_relationship,0.89622176,MC1,47679,b8567859-bf54-49fd-8332-5775e19c65af,0
family_relationship,0.8306241,MC1,47679,b8567859-bf54-49fd-8332-5775e19c65af,1
family_relationship,0.8367013,MC1,47679,341411,0
family_relationship,0.8379041,MC1,47679,341411,1
membership,0.91958916,MC1,47679,png xi  Line,0
family_relationship,0.86381763,MC1,47679,png xi  Line,1
partnership,0.81553334,MC1,47679,Ocean Fisheries Llc,0
family_relationship,0.9315493,MC1,47679,903311212,0
family_relationship,0.85848475,MC1,d0123474-8425-4ab0-90d5-175920158638,William Bradley,0
family_relationship,0.8792762,MC1,d0123474-8425-4ab0-90d5-175920158638,dec44f58-94b0-4070-bfb3-1e13ef308ec3,0
family_relationship,0.9026426,MC1,d0123474-8425-4ab0-90d5-175920158638,Michelle Singh,0
family_relationship,0.90756965,MC1,d0123474-8425-4ab0-90d5-175920158638,SSN,0
family_relationship,0.94460464,MC1,d0123474-8425-4ab0-90d5-175920158638,Tyler Palmer,0
partnership,0.8815665,MC1,d0123474-8425-4ab0-90d5-175920158638,Montrose,0
family_relationship,0.80853903,MC1,d0123474-8425-4ab0-90d5-175920158638,291669,0
family_relationship,0.88711065,MC1,d0123474-8425-4ab0-90d5-175920158638,425887173,0
membership,0.8873231,MC1,d0123474-8425-4ab0-90d5-175920158638,Andrea Gibson,0
ownership,0.93032837,MC1,d0123474-8425-4ab0-90d5-175920158638,64338295,0
ownership,0.8395138,MC1,d0123474-8425-4ab0-90d5-175920158638,81,0
membership,0.84227544,MC1,d0123474-8425-4ab0-90d5-175920158638,6c7a8222-efc7-41a6-809a-043b091ae04a,0
partnership,0.8510625,MC1,d0123474-8425-4ab0-90d5-175920158638,png xi  Line,0
family_relationship,0.92185473,MC1,425887173,2262,0
membership,0.88869596,MC1,425887173,Andrea Gibson,0
family_relationship,0.8483191,MC1,425887173,The Salty Pearl River S.p.A. Export,0
family_relationship,0.8213513,MC1,425887173,Ancla del Mar Kga,0
membership,0.9147456,MC1,86597,526269,0
family_relationship,0.8328319,MC1,86597,73166320,0
membership,0.8055693,MC1,405ab2a5-68f0-4304-ab94-24c7995a248e,290834957,0
membership,0.8993094,MC1,405ab2a5-68f0-4304-ab94-24c7995a248e,526269,0
ownership,0.83541656,MC1,405ab2a5-68f0-4304-ab94-24c7995a248e,dbb07e32-a8f4-47d0-ae61-c2e9774e9284,0
membership,0.837625,MC1,44842,e2b334d9-4d51-40b2-a7b1-441b88400b75,0
membership,0.88781285,MC1,44842,290834957,0
membership,0.84335315,MC1,44842,86597,0
membership,0.9429122,MC1,44842,526269,0
ownership,0.8382042,MC1,44842,91dcf36d-dba8-41e8-a4cc-912981a27296,0
membership,0.8333457,MC1,e2b334d9-4d51-40b2-a7b1-441b88400b75,290834957,0
membership,0.90694094,MC1,e2b334d9-4d51-40b2-a7b1-441b88400b75,526269,0
ownership,0.8141678,MC1,e2b334d9-4d51-40b2-a7b1-441b88400b75,91dcf36d-dba8-41e8-a4cc-912981a27296,0
membership,0.8302531,MC1,68,290834957,0
membership,0.91214293,MC1,68,526269,0
family_relationship,0.8760737,MC1,610,Raymond Howell,0
ownership,0.90863675,MC1,Marine,4063,0
family_relationship,0.8628217,MC1,Marine,740523,0
membership,0.8388692,MC1,Marine,vesselâs,0
ownership,0.819721,MC1,Marine,Amy Mcclure,0
ownership,0.8394233,MC1,Marine,Jessica Mullins,0
ownership,0.8182486,MC1,Marine,John Martin,0
family_relationship,0.8625801,MC1,Marine,341411,0
partnership,0.83542544,MC1,Marine,png xi  Line,0
partnership,0.86559874,MC1,Marine,Ocean Fisheries Llc,0
ownership,0.89587003,MC1,91dcf36d-dba8-41e8-a4cc-912981a27296,526269,0
partnership,0.9062052,MC1,69150209,l y S.A. de C.V. International,0
partnership,0.94104576,MC1,69150209,Aquacultureâ,0
partnership,0.909481,MC1,69150209,c01c6a10-60c9-4f11-9409-aa04c3963826,0
partnership,0.8844671,MC1,69150209,156,0
partnership,0.88598055,MC1,69150209,1eb512b7-c4ce-4b7e-9965-2236bf1afc9e,0
partnership,0.96227,MC1,69150209,57,0
partnership,0.97509354,MC1,69150209,Luis Jones,0
partnership,0.8617818,MC1,69150209,f2aee915-d483-4823-a030-9aac5e44c1fe,0
partnership,0.9590134,MC1,69150209,17232,0
partnership,0.924902,MC1,69150209,Derek Burke,0
partnership,0.83643967,MC1,69150209,119411,0
ownership,0.8775552,MC1,69150209,f810c631-9f7d-4219-ade0-b44c4c9abf62,0
ownership,0.9151142,MC1,69150209,51,0
partnership,0.8604943,MC1,69150209,979893388,0
partnership,0.8947189,MC1,2,l y S.A. de C.V. International,0
membership,0.89628774,MC1,2,2591586,0
membership,0.82559985,MC1,2,49,0
family_relationship,0.84881485,MC1,2,Spanish Shrimp  Carriers,0
membership,0.806194,MC1,2,Brett Lee,0
membership,0.89531815,MC1,2,SeaSpray Wave SRL Solutions,0
family_relationship,0.89079857,MC1,72,35881,0
family_relationship,0.8246702,MC1,72,Sonia Fisheries Pvt,0
membership,0.82301563,MC1,06430a2c-805a-4a76-bbda-2a24c0c860d7,290834957,0
membership,0.80150247,MC1,Derek Burke,290834957,0
partnership,0.9551956,MC1,Derek Burke,38,0
partnership,0.95292616,MC1,Derek Burke,138782226,0
partnership,0.8937253,MC1,Derek Burke,42,0
partnership,0.96197516,MC1,Derek Burke,520,0
partnership,0.94848573,MC1,Derek Burke,277983365,0
partnership,0.9636095,MC1,Derek Burke,85,0
ownership,0.92547244,MC1,Derek Burke,1576352,0
